0.58490566;0.119402985
0.41509434;0.082089552
0.339622642;0.044776119
0.283018868;0.044776119
0.283018868;0.044776119
0.132075472;0.02238806
0.132075472;0.02238806
0.566037736;0.082089552
0.830188679;0.194029851
0.433962264;0.097014925
0.264150943;0.007462687
0.358490566;0.074626866
0.547169811;0.104477612
0.471698113;0.082089552
0.377358491;0.082089552
0.41509434;0.082089552
0.641509434;0.097014925
0.660377358;0.141791045
0.735849057;0.044776119
0.641509434;0.134328358
0.566037736;0.126865672
0.660377358;0.082089552
0.471698113;0.082089552
0.150943396;0.02238806
0.849056604;0.156716418
0.490566038;0.082089552
0.471698113;0.082089552
0.169811321;0
0.754716981;0.156716418
0.735849057;0.156716418
0.509433962;0.104477612
0.320754717;0.044776119
0.169811321;0.02238806
0.509433962;0.104477612
0.554154717;0.118862157
0.607386792;0.124589821
0.573132075;0.125964649
0.425369811;0.090702993
0.407930189;0.081117843
0.493333962;0.096757619
0.279281132;0.043624291
0.275679245;0.028716664
0.230301887;0.036715187
0.2584;0.030503791
0.274698113;0.04165044
0.283018868;0.044776119
0.449103774;0.044776119
0.200398113;0.024923634
0.215469811;0.02310494
0.225433962;0.017347448
0.132075472;0.02238806
0.189901887;0.042102955
0.133956604;0.02238806
0.147190566;0.02238806
0.132075472;0.02238806
0.534458491;0.088734052
0.514201887;0.088306187
0.537418868;0.082089552
0.816564151;0.187359015
0.763381132;0.183664993
0.727628302;0.148167284
0.576428302;0.097014925
0.495584906;0.094019351
0.460877358;0.097014925
0.258292453;0.018301381
0.244454717;0.021568687
0.216166038;0.017890881
0.416292453;0.080171127
0.449860377;0.079559664
0.397811321;0.074923836
0.490909434;0.08423856
0.577316981;0.109698216
0.526101887;0.092852933
0.400032075;0.080887799
0.471698113;0.082089552
0.398873585;0.081583575
0.303515094;0.078477813
0.359788679;0.057131507
0.369867925;0.080893172
0.491630189;0.093946821
0.571235849;0.082089552
0.454730189;0.101711746
0.572356604;0.092964373
0.62555283;0.088579881
0.577024528;0.099486358
0.729564151;0.148830948
0.600930189;0.140226724
0.617184906;0.135417291
0.360045283;0.032574664
0.254624528;0.040386575
0.694845283;0.060632216
0.648916981;0.154347694
0.677832075;0.149022343
0.598745283;0.124630575
0.470883019;0.119311493
0.58369434;0.11948097
0.547726415;0.113182485
